map   0   0      0.999748      303456.0        5058.5         257.4         242.7         6.902
map   0   1      0.999699      256817.3        4276.4         255.1         242.0         6.860
map   0   2      0.999714      268459.9        4539.6         252.5         239.8         6.855
map   0   3      0.999693      256386.8        4445.1         246.3         239.2         6.867
map   0   4      0.999739      297124.0        5115.1         245.6         239.5         6.816
map   0   5      0.999754      319336.9        5514.3         245.5         239.5         6.853
map   0   6      0.999741      284537.9        4814.5         259.2         241.0         6.820
map   0   7      0.999736      290414.9        4875.2         255.7         238.3         6.838
map   0   8      0.999737      291686.8        4895.1         254.8         237.9         6.885
map   0   9      0.999733      285613.8        4881.6         254.6         239.1         6.834
map   0  10      0.999718      269947.7        4598.3         254.5         240.2         6.805
map   0  11      0.999728      279224.0        4606.8         262.5         243.0         6.863
map   0  12      0.999761      323914.6        5588.2         246.7         229.0         6.808
map   0  13      0.999735      296842.3        5048.1         246.5         229.1         6.793
map   0  14      0.999744      296678.6        4914.0         257.0         232.7         6.833
map   0  15      0.999742      304871.2        5093.0         254.0         243.9         6.852
map   0  16      0.999712      267426.0        4548.2         250.6         240.0         6.850
map   0  17      0.999753      310553.4        5224.9         250.8         238.7         6.844
map   0  18      0.999706      255286.2        4376.4         256.5         240.1         6.803
map   0  19      0.999736      294417.1        4888.7         249.9         230.8         6.776
map   0  20      0.999746      302394.2        4996.7         257.0         236.9         6.828
map   0  21      0.999773      339886.5        5783.9         251.9         238.1         6.857
map   0  22      0.999773      347256.8        5750.9         247.9         234.1         6.918
map   0  23      0.999753      303990.3        4930.7         260.3         236.5         6.837
map   0  24      0.999754      311044.3        5319.1         251.1         231.3         6.791
map   0  25      0.999738      288793.3        4851.6         252.5         231.4         6.793
map   0  26      0.999750      312503.8        5426.9         246.4         229.4         6.749
map   0  27      0.999719      268546.1        4425.2         257.3         236.4         6.818
map   0  28      0.999778      344107.3        5856.6         251.8         238.1         6.839
map   0  29      0.999720      267550.9        4490.8         257.5         237.9         6.796
map   0  30      0.999742      300574.7        5181.2         248.1         230.3         6.732
map   0  31      0.999739      294728.4        5020.4         250.0         230.6         6.744
map   0  32      0.999729      280285.5        4804.3         250.9         231.3         6.776
map   0  33      0.999723      269043.7        4446.7         255.2         237.2         6.852
map   0  34      0.999769      327651.5        5696.9         249.3         240.5         6.777
map   0  35      0.999697      257454.8        4431.0         245.6         237.1         6.870
map   0  36      0.999720      274683.6        4566.7         250.8         232.4         6.791
map   0  37      0.999740      293734.9        4936.3         250.4         231.4         6.790
map   0  38      0.999699      256719.1        4343.8         249.4         234.6         6.832
map   0  39      0.999700      259155.8        4363.6         247.1         231.5         6.779
map   0  40      0.999761      318533.9        5289.9         258.4         238.6         6.752
map   0  41      0.999734      288258.1        4773.5         255.0         234.8         6.857
map   0  42      0.999731      288680.9        5043.1         246.1         228.9         6.729
map   0  43      0.999738      292050.8        5009.8         248.9         230.5         6.780
map   0  44      0.999756      315931.5        5490.1         247.1         228.9         6.722
map   0  45      0.999726      275192.2        4519.7         258.1         235.7         6.856
map   0  46      0.999728      290279.4        4999.7         242.4         229.2         6.739
map   0  47      0.999726      279182.9        4617.5         255.3         236.2         6.809
map   0  48      0.999731      293280.5        4887.3         250.4         228.0         6.753
map   0  49      0.999736      298807.8        5126.2         245.5         229.1         6.723
map   0  50      0.999739      296726.9        4944.9         249.8         228.1         6.776
map   0  51      0.999711      274405.8        4576.9         249.3         237.1         6.808
map   0  52      0.999734      286515.5        4699.9         254.5         236.4         6.821
map   0  53      0.999706      264088.2        4499.5         247.3         237.0         6.878
map   0  54      0.999745      302969.7        5111.1         249.3         232.3         6.797
map   0  55      0.999729      276477.5        4501.2         259.0         236.1         6.815
map   0  56      0.999720      279875.6        4727.9         245.9         230.9         6.815
map   0  57      0.999727      278268.5        4657.0         250.4         231.8         6.778
map   0  58      0.999740      306404.3        5137.7         243.8         227.9         6.795
map   0  59      0.999747      305013.8        5113.9         251.1         234.3         6.867
map   0  60      0.999707      276015.9        4737.2         235.8         221.3         6.873
map   0  61      0.999748      311926.7        5321.1         244.1         226.7         6.805
map   0  62      0.999727      287004.3        4926.3         246.3         228.8         6.732
map   0  63      0.999758      320817.9        5420.7         243.1         228.5         6.845
map   0  64      0.999733      289087.1        4912.2         250.0         231.6         6.779
map   0  65      0.999733      293851.1        4907.9         248.6         232.9         6.824
map   0  66      0.999738      303275.5        5164.6         245.1         227.1         6.792
map   0  67      0.999743      312245.3        5280.9         242.3         223.8         6.834
map   0  68      0.999745      312215.6        5363.6         240.7         224.1         6.812
map   0  69      0.999753      312434.1        5082.7         253.9         236.4         6.831
map   0  70      0.999680      246933.7        4097.1         247.5         236.0         6.877
map   0  71      0.999724      282361.0        4519.4         252.8         234.6         6.799
map   0  72      0.999726      292036.2        4892.3         244.2         226.8         6.799
map   0  73      0.999717      281550.2        4710.7         245.5         227.7         6.781
map   0  74      0.999735      303323.8        5166.6         242.1         229.4         6.712
map   0  75      0.999721      290551.6        4874.9         240.6         228.3         6.809
map   0  76      0.999742      308950.2        5016.8         250.0         232.5         6.803
map   0  77      0.999734      299140.9        4964.0         249.1         232.7         6.807
map   0  78      0.999741      318447.5        5383.8         237.0         222.3         6.870
map   0  79      0.999733      327827.0        5256.0         237.1         222.3         6.834
map   1   0      0.999746      285805.1        5058.3         255.7         238.5         6.843
map   1   1      0.999736      275996.7        4877.7         254.4         237.8         6.845
map   1   2      0.999773      306278.8        5359.2         262.4         243.8         6.811
map   1   3      0.999710      251656.8        4611.8         252.0         239.7         6.798
map   1   4      0.999735      272899.2        4827.3         253.4         238.6         6.822
map   1   5      0.999754      282205.0        5073.3         261.5         244.9         6.779
map   1   6      0.999764      300190.7        5275.9         259.5         236.5         6.833
map   1   7      0.999733      267143.5        4611.7         260.2         235.9         6.861
map   1   8      0.999750      281394.4        4833.5         263.0         234.9         6.862
map   1   9      0.999733      272769.1        4982.1         250.4         238.0         6.857
map   1  10      0.999733      266264.2        4678.2         260.8         238.0         6.866
map   1  11      0.999749      286151.2        5182.7         253.5         238.1         6.834
map   1  12      0.999723      263747.1        4781.0         250.7         231.2         6.870
